action_id,agent_id,action_type,order_id,customer_id,reference_id,action_timestamp,outcome,policy_id,incident_id,details
ACT000111,A004,PAYMENT,ORD01030,CUST05030,,2026-06-15 18:00:43,SUCCESS,,,payment_amount=2929.09
ACT000112,A003,GET_ORDER,ORD01031,CUST05031,,2026-05-04 11:59:21,SUCCESS,,,
ACT000113,A003,CHECK_DELIVERY,ORD01031,CUST05031,,2026-05-04 12:01:11,SUCCESS,,,
ACT000114,A003,SHIP,ORD01031,CUST05031,,2026-05-04 12:04:57,SUCCESS,,,
ACT000115,A003,SEND_MESSAGE,ORD01031,CUST05031,,2026-05-04 12:06:05,SUCCESS,,,
ACT000116,A002,GET_ORDER,ORD01032,CUST05032,,2026-05-05 18:14:12,SUCCESS,,,
ACT000117,A002,UPDATE_RECORD,ORD01032,CUST05032,,2026-05-05 18:16:14,SUCCESS,,,
ACT000118,A002,SEND_MESSAGE,ORD01032,CUST05032,,2026-05-05 18:19:49,SUCCESS,,,
ACT000119,A004,GET_ORDER,ORD01033,CUST05033,,2026-05-25 13:17:55,SUCCESS,,,
ACT000120,A004,CHECK_ELIGIBILITY,ORD01033,CUST05033,,2026-05-25 13:21:17,SUCCESS,,,
ACT000121,A004,PAYMENT,ORD01033,CUST05033,,2026-05-25 13:24:06,SUCCESS,,,payment_amount=2044.96
ACT000122,A005,GET_ORDER,ORD01034,CUST05034,,2026-05-04 10:16:11,SUCCESS,,,
ACT000123,A005,CHECK_ELIGIBILITY,ORD01034,CUST05034,,2026-05-04 10:17:23,FAILED,,,
ACT000124,A005,UPDATE_RECORD,ORD01034,CUST05034,,2026-05-04 10:20:00,SUCCESS,,,
ACT000125,A005,SEND_MESSAGE,ORD01034,CUST05034,,2026-05-04 10:23:11,SUCCESS,,,
ACT000126,A005,GET_ORDER,ORD01035,CUST05035,,2026-07-13 11:02:45,SUCCESS,,,
ACT000127,A005,CHECK_ELIGIBILITY,ORD01035,CUST05035,,2026-07-13 11:05:03,SUCCESS,,,
ACT000128,A005,UPDATE_RECORD,ORD01035,CUST05035,,2026-07-13 11:07:25,SUCCESS,,,
ACT000129,A005,SEND_MESSAGE,ORD01035,CUST05035,,2026-07-13 11:10:39,SUCCESS,,,
ACT000130,A008,GET_ORDER,ORD01036,CUST05036,,2026-06-12 16:42:54,SUCCESS,,,
ACT000131,A008,APPLY_DISCOUNT,ORD01036,CUST05036,,2026-06-12 16:46:49,SUCCESS,,,
ACT000132,A008,SEND_MESSAGE,ORD01036,CUST05036,,2026-06-12 16:48:13,SUCCESS,,,
ACT000133,A002,GET_ORDER,ORD01037,CUST05037,,2026-07-10 10:26:42,SUCCESS,,,
ACT000134,A002,CHECK_ELIGIBILITY,ORD01037,CUST05037,,2026-07-10 10:29:40,SUCCESS,,,
ACT000135,A002,CANCEL_ORDER,ORD01037,CUST05037,,2026-07-10 10:30:29,SUCCESS,,,
ACT000136,A002,SEND_MESSAGE,ORD01037,CUST05037,,2026-07-10 10:31:51,SUCCESS,,,
ACT000137,A001,GET_ORDER,ORD01038,CUST05038,,2026-05-27 13:37:38,SUCCESS,,,
ACT000138,A001,CHECK_DELIVERY,ORD01038,CUST05038,,2026-05-27 13:39:42,SUCCESS,,,
ACT000139,A001,CHECK_ELIGIBILITY,ORD01038,CUST05038,,2026-05-27 13:42:39,SUCCESS,,,
ACT000140,A001,CALCULATE_REFUND,ORD01038,CUST05038,,2026-05-27 13:44:45,SUCCESS,,,
ACT000141,A001,REFUND,ORD01038,CUST05038,,2026-05-27 13:48:13,SUCCESS,,,refund_amount=598.08
ACT000142,A005,GET_ORDER,ORD01039,CUST05039,,2026-06-12 09:48:15,SUCCESS,,,
ACT000143,A005,CHECK_ELIGIBILITY,ORD01039,CUST05039,,2026-06-12 09:49:17,SUCCESS,,,
ACT000144,A005,UPDATE_RECORD,ORD01039,CUST05039,,2026-06-12 09:49:59,FAILED,,,
ACT000145,A005,SEND_MESSAGE,ORD01039,CUST05039,,2026-06-12 09:51:06,SUCCESS,,,
ACT000146,A002,GET_ORDER,ORD01040,CUST05040,,2026-07-13 11:44:24,SUCCESS,,,
ACT000147,A002,UPDATE_RECORD,ORD01040,CUST05040,,2026-07-13 11:45:31,SUCCESS,,,
ACT000148,A002,SEND_MESSAGE,ORD01040,CUST05040,,2026-07-13 11:48:32,FAILED,,,
ACT000149,A007,GET_ORDER,ORD01041,CUST05041,,2026-05-29 10:44:33,SUCCESS,,,
ACT000150,A007,UPDATE_RECORD,ORD01041,CUST05041,,2026-05-29 10:47:00,SUCCESS,,,
ACT000151,A007,SEND_MESSAGE,ORD01041,CUST05041,,2026-05-29 10:50:42,SUCCESS,,,
ACT000152,A005,GET_ORDER,ORD01042,CUST05042,,2026-07-11 15:48:57,SUCCESS,,,
ACT000153,A005,SEND_MESSAGE,ORD01042,CUST05042,,2026-07-11 15:52:30,SUCCESS,,,
ACT000154,A002,GET_ORDER,ORD01043,CUST05043,,2026-07-10 13:10:47,SUCCESS,,,
ACT000155,A002,CHECK_ELIGIBILITY,ORD01043,CUST05043,,2026-07-10 13:12:47,SUCCESS,,,
ACT000156,A002,CANCEL_ORDER,ORD01043,CUST05043,,2026-07-10 13:13:55,SUCCESS,,,
ACT000157,A002,SEND_MESSAGE,ORD01043,CUST05043,,2026-07-10 13:15:10,SUCCESS,,,
ACT000158,A005,GET_ORDER,ORD01044,CUST05044,,2026-06-05 13:45:18,SUCCESS,,,
ACT000159,A005,SEND_MESSAGE,ORD01044,CUST05044,,2026-06-05 13:46:48,SUCCESS,,,
ACT000160,A002,GET_ORDER,ORD01045,CUST05045,,2026-05-30 13:09:45,SUCCESS,,,
ACT000161,A002,UPDATE_RECORD,ORD01045,CUST05045,,2026-05-30 13:11:36,SUCCESS,,,
ACT000162,A002,SEND_MESSAGE,ORD01045,CUST05045,,2026-05-30 13:13:59,SUCCESS,,,
ACT000163,A004,GET_ORDER,ORD01046,CUST05046,,2026-06-19 19:37:44,FAILED,,,
ACT000164,A004,CHECK_ELIGIBILITY,ORD01046,CUST05046,,2026-06-19 19:41:34,SUCCESS,,,
ACT000165,A004,PAYMENT,ORD01046,CUST05046,,2026-06-19 19:43:16,SUCCESS,,,payment_amount=2829.37
ACT000166,A002,GET_ORDER,ORD01047,CUST05047,,2026-06-23 15:47:34,SUCCESS,,,
ACT000167,A002,CHECK_ELIGIBILITY,ORD01047,CUST05047,,2026-06-23 15:51:28,SUCCESS,,,
ACT000168,A002,CANCEL_ORDER,ORD01047,CUST05047,,2026-06-23 15:52:29,SUCCESS,,,
ACT000169,A002,SEND_MESSAGE,ORD01047,CUST05047,,2026-06-23 15:54:38,FAILED,,,
ACT000170,A002,GET_ORDER,ORD01048,CUST05048,,2026-06-29 19:39:34,FAILED,,,
ACT000171,A002,CHECK_ELIGIBILITY,ORD01048,CUST05048,,2026-06-29 19:41:19,SUCCESS,,,
ACT000172,A002,CANCEL_ORDER,ORD01048,CUST05048,,2026-06-29 19:44:13,FAILED,,,
ACT000173,A002,SEND_MESSAGE,ORD01048,CUST05048,,2026-06-29 19:47:02,SUCCESS,,,
ACT000174,A010,GET_ORDER,ORD01049,CUST05049,,2026-06-03 13:13:29,SUCCESS,,,
ACT000175,A010,SEND_MESSAGE,ORD01049,CUST05049,,2026-06-03 13:16:48,SUCCESS,,,
ACT000176,A002,GET_ORDER,ORD01050,CUST05050,,2026-05-11 14:47:34,SUCCESS,,,
ACT000177,A002,CHECK_ELIGIBILITY,ORD01050,CUST05050,,2026-05-11 14:49:08,SUCCESS,,,
ACT000178,A002,CANCEL_ORDER,ORD01050,CUST05050,,2026-05-11 14:49:30,SUCCESS,,,
ACT000179,A002,SEND_MESSAGE,ORD01050,CUST05050,,2026-05-11 14:52:21,SUCCESS,,,
ACT000180,A004,GET_ORDER,ORD01051,CUST05051,,2026-05-03 16:15:08,SUCCESS,,,
ACT000181,A004,CHECK_ELIGIBILITY,ORD01051,CUST05051,,2026-05-03 16:15:42,SUCCESS,,,
ACT000182,A004,PAYMENT,ORD01051,CUST05051,,2026-05-03 16:16:42,SUCCESS,,,payment_amount=783.61
ACT000183,A003,GET_ORDER,ORD01052,CUST05052,,2026-05-15 17:10:19,SUCCESS,,,
ACT000184,A003,CHECK_DELIVERY,ORD01052,CUST05052,,2026-05-15 17:10:30,SUCCESS,,,
ACT000185,A003,SHIP,ORD01052,CUST05052,,2026-05-15 17:13:02,SUCCESS,,,
ACT000186,A003,SEND_MESSAGE,ORD01052,CUST05052,,2026-05-15 17:14:43,SUCCESS,,,
ACT000187,A004,GET_ORDER,ORD01053,CUST05053,,2026-06-01 09:49:19,SUCCESS,,,
ACT000188,A004,CHECK_ELIGIBILITY,ORD01053,CUST05053,,2026-06-01 09:51:57,SUCCESS,,,
ACT000189,A004,PAYMENT,ORD01053,CUST05053,,2026-06-01 09:55:25,SUCCESS,,,payment_amount=2352.25
ACT000190,A005,GET_ORDER,ORD01054,CUST05054,,2026-06-17 09:41:21,FAILED,,,
ACT000191,A005,CHECK_ELIGIBILITY,ORD01054,CUST05054,,2026-06-17 09:43:13,SUCCESS,,,
ACT000192,A005,UPDATE_RECORD,ORD01054,CUST05054,,2026-06-17 09:43:45,SUCCESS,,,
ACT000193,A005,SEND_MESSAGE,ORD01054,CUST05054,,2026-06-17 09:45:22,SUCCESS,,,
ACT000194,A005,GET_ORDER,ORD01055,CUST05055,,2026-06-25 10:33:41,SUCCESS,,,
ACT000195,A005,SEND_MESSAGE,ORD01055,CUST05055,,2026-06-25 10:37:12,SUCCESS,,,
ACT000196,A005,GET_ORDER,ORD01056,CUST05056,,2026-07-15 12:54:15,SUCCESS,,,
ACT000197,A005,SEND_MESSAGE,ORD01056,CUST05056,,2026-07-15 12:54:42,SUCCESS,,,
ACT000198,A004,GET_ORDER,ORD01057,CUST05057,,2026-07-12 15:24:21,FAILED,,,
ACT000199,A004,CHECK_ELIGIBILITY,ORD01057,CUST05057,,2026-07-12 15:28:03,SUCCESS,,,
ACT000200,A004,PAYMENT,ORD01057,CUST05057,,2026-07-12 15:30:12,SUCCESS,,,payment_amount=2397.54
ACT000201,A006,GET_ORDER,ORD01058,CUST05058,,2026-06-05 15:33:12,SUCCESS,,,
ACT000202,A006,CHECK_DELIVERY,ORD01058,CUST05058,,2026-06-05 15:36:21,SUCCESS,,,
ACT000203,A006,RETURN,ORD01058,CUST05058,,2026-06-05 15:38:48,SUCCESS,,,
ACT000204,A006,UPDATE_RECORD,ORD01058,CUST05058,,2026-06-05 15:41:49,SUCCESS,,,
ACT000205,A005,GET_ORDER,ORD01059,CUST05059,,2026-05-03 09:14:25,SUCCESS,,,
ACT000206,A005,SEND_MESSAGE,ORD01059,CUST05059,,2026-05-03 09:15:48,SUCCESS,,,
ACT000207,A005,GET_ORDER,ORD01060,CUST05060,,2026-06-14 13:47:35,SUCCESS,,,
ACT000208,A005,SEND_MESSAGE,ORD01060,CUST05060,,2026-06-14 13:50:39,SUCCESS,,,
ACT000209,A006,GET_ORDER,ORD01061,CUST05061,,2026-05-25 12:47:34,SUCCESS,,,
ACT000210,A006,CHECK_DELIVERY,ORD01061,CUST05061,,2026-05-25 12:50:35,SUCCESS,,,
ACT000211,A006,RETURN,ORD01061,CUST05061,,2026-05-25 12:51:35,SUCCESS,,,
ACT000212,A006,UPDATE_RECORD,ORD01061,CUST05061,,2026-05-25 12:52:50,SUCCESS,,,
ACT000213,A005,GET_ORDER,ORD01062,CUST05062,,2026-05-13 18:18:14,SUCCESS,,,
ACT000214,A005,CHECK_ELIGIBILITY,ORD01062,CUST05062,,2026-05-13 18:19:36,FAILED,,,
ACT000215,A005,UPDATE_RECORD,ORD01062,CUST05062,,2026-05-13 18:21:57,SUCCESS,,,
ACT000216,A005,SEND_MESSAGE,ORD01062,CUST05062,,2026-05-13 18:22:13,SUCCESS,,,
ACT000217,A006,GET_ORDER,ORD01063,CUST05063,,2026-05-17 16:48:31,SUCCESS,,,
ACT000218,A006,CHECK_DELIVERY,ORD01063,CUST05063,,2026-05-17 16:48:39,SUCCESS,,,
ACT000219,A006,RETURN,ORD01063,CUST05063,,2026-05-17 16:50:44,SUCCESS,,,
ACT000220,A006,UPDATE_RECORD,ORD01063,CUST05063,,2026-05-17 16:52:16,SUCCESS,,,
ACT000221,A006,GET_ORDER,ORD01064,CUST05064,,2026-07-01 10:04:25,SUCCESS,,,
ACT000222,A006,CHECK_DELIVERY,ORD01064,CUST05064,,2026-07-01 10:06:57,SUCCESS,,,
ACT000223,A006,RETURN,ORD01064,CUST05064,,2026-07-01 10:07:15,SUCCESS,,,
ACT000224,A006,UPDATE_RECORD,ORD01064,CUST05064,,2026-07-01 10:10:47,SUCCESS,,,
ACT000225,A007,GET_ORDER,ORD01065,CUST05065,,2026-05-16 15:26:38,SUCCESS,,,
ACT000226,A007,UPDATE_RECORD,ORD01065,CUST05065,,2026-05-16 15:29:21,SUCCESS,,,
ACT000227,A007,SEND_MESSAGE,ORD01065,CUST05065,,2026-05-16 15:31:39,SUCCESS,,,
ACT000228,A005,GET_ORDER,ORD01066,CUST05066,,2026-07-15 21:19:36,SUCCESS,,,
ACT000229,A005,SEND_MESSAGE,ORD01066,CUST05066,,2026-07-15 21:22:17,SUCCESS,,,
ACT000230,A004,GET_ORDER,ORD01067,CUST05067,,2026-06-03 16:10:15,SUCCESS,,,
ACT000231,A004,CHECK_ELIGIBILITY,ORD01067,CUST05067,,2026-06-03 16:10:39,SUCCESS,,,
ACT000232,A004,PAYMENT,ORD01067,CUST05067,,2026-06-03 16:12:28,SUCCESS,,,payment_amount=1789.56
ACT000233,A001,GET_ORDER,ORD01068,CUST05068,,2026-06-06 17:29:04,SUCCESS,,,
ACT000234,A001,CHECK_DELIVERY,ORD01068,CUST05068,,2026-06-06 17:30:16,SUCCESS,,,
ACT000235,A001,CHECK_ELIGIBILITY,ORD01068,CUST05068,,2026-06-06 17:33:01,SUCCESS,,,
ACT000236,A001,CALCULATE_REFUND,ORD01068,CUST05068,,2026-06-06 17:36:31,SUCCESS,,,
ACT000237,A001,REFUND,ORD01068,CUST05068,,2026-06-06 17:38:24,SUCCESS,,,refund_amount=213.96
ACT000238,A006,GET_ORDER,ORD01069,CUST05069,,2026-05-10 09:50:19,SUCCESS,,,
ACT000239,A006,CHECK_DELIVERY,ORD01069,CUST05069,,2026-05-10 09:53:55,SUCCESS,,,
ACT000240,A006,RETURN,ORD01069,CUST05069,,2026-05-10 09:55:13,SUCCESS,,,
ACT000241,A006,UPDATE_RECORD,ORD01069,CUST05069,,2026-05-10 09:57:17,SUCCESS,,,
ACT000242,A002,GET_ORDER,ORD01070,CUST05070,,2026-07-04 15:28:05,SUCCESS,,,
ACT000243,A002,CHECK_ELIGIBILITY,ORD01070,CUST05070,,2026-07-04 15:31:57,SUCCESS,,,
ACT000244,A002,CANCEL_ORDER,ORD01070,CUST05070,,2026-07-04 15:33:24,SUCCESS,,,
ACT000245,A002,SEND_MESSAGE,ORD01070,CUST05070,,2026-07-04 15:33:35,SUCCESS,,,
ACT000246,A009,GET_ORDER,ORD01071,CUST05071,,2026-06-04 15:48:48,SUCCESS,,,
ACT000247,A009,CHECK_DELIVERY,ORD01071,CUST05071,,2026-06-04 15:51:05,SUCCESS,,,
ACT000248,A009,CHECK_ELIGIBILITY,ORD01071,CUST05071,,2026-06-04 15:55:04,SUCCESS,,,
ACT000249,A009,CALCULATE_REFUND,ORD01071,CUST05071,,2026-06-04 15:57:38,SUCCESS,,,
